DESC	FID	human	chimp	orang	baboon	macaque	gibbon	horse	cat	marmoset	cow	mouse	rat
L10	transcript10633	171.957	153.719	184.984	156.324	177.168	174.562	99.0054	122.454	67.7405	59.9243	91.1892	28.6595
L10	transcript10634	62.5278	85.9757	104.213	85.9757	65.1331	41.6852	26.0532	80.765	2.60532	122.45	80.765	104.213
L10	transcript10635	83.3708	39.0801	85.9762	96.3975	104.214	44.2908	23.448	23.448	91.1868	67.7388	132.872	59.9228
L10	transcript10636	109.424	91.1866	91.1866	114.635	104.213	49.5013	85.9759	78.1599	80.7652	18.2373	93.7919	52.1066
L10	transcript10637	135.487	101.615	52.1102	0	5.21102	44.2937	174.569	41.6882	20.8441	52.1102	177.175	250.129
L10	transcript10638	28.6591	49.5022	28.6591	78.1613	91.1882	20.843	62.5291	13.0269	62.5291	72.9506	2.60538	67.7398
L10	transcript10639	28.6621	7.81693	26.0564	7.81693	10.4226	49.5072	15.6339	54.7185	36.479	44.2959	28.6621	93.8031
L10	transcript10640	26.0532	80.765	80.765	26.0532	15.6319	101.608	36.4745	23.4479	83.3703	192.794	119.845	2.60532
L10	transcript10641	7.81593	15.6319	39.0797	83.3699	52.1062	36.4743	182.372	49.5009	23.4478	75.554	101.607	140.687
L10	transcript10642	174.563	174.563	148.509	119.849	158.93	161.536	104.217	31.265	78.1625	10.4217	44.2921	39.0813
L10	transcript10643	75.5555	85.9769	5.21072	109.425	75.5555	54.7126	5.21072	171.954	18.2375	122.452	80.7662	7.81609
L10	transcript10644	52.107	75.5551	67.7391	2.60535	0	138.084	62.5284	104.214	26.0535	26.0535	13.0267	44.2909
L10	transcript10645	18.2371	7.81591	10.4212	13.0265	41.6849	59.922	23.4477	46.8955	5.21061	49.5008	104.212	10.4212
L10	transcript10646	93.7921	130.267	158.926	112.029	78.1601	171.952	88.5814	80.7654	28.6587	39.08	46.8961	41.6854
L10	transcript10647	13.027	5.21081	20.8432	62.5297	65.1351	59.9243	101.611	57.3189	109.427	112.032	304.832	112.032
L10	transcript10648	198.005	171.952	208.427	174.557	184.979	200.611	106.819	80.7653	10.4213	125.056	99.0027	192.795
L10	transcript10649	54.7115	80.7647	114.634	28.6584	28.6584	75.554	145.897	46.8956	106.818	39.0797	52.1062	91.1859
L10	transcript10650	138.088	161.536	96.4008	75.5574	93.7953	114.639	184.985	91.1899	153.72	177.169	41.6868	205.829
L10	transcript10651	174.555	195.398	200.609	255.32	263.136	224.056	200.609	278.768	278.768	310.031	132.871	112.028
L10	transcript10652	7.81668	23.45	36.4778	91.1946	138.095	23.45	83.3779	70.3501	109.434	83.3779	33.8723	135.489
L10	transcript10653	138.083	145.899	91.1868	203.216	195.4	83.3708	36.4747	67.7387	75.5548	65.1334	2.60534	7.81601
L10	transcript10654	18.2371	7.8159	78.159	36.4742	28.6583	57.3166	28.6583	78.159	31.2636	101.607	15.6318	127.66
L10	transcript10655	2.60545	41.6871	101.612	117.245	125.061	117.245	187.592	57.3198	67.7416	44.2926	104.218	15.6327
L10	transcript10656	224.091	270.994	312.685	276.205	294.445	179.794	320.502	198.034	250.148	80.777	135.497	119.863
L10	transcript10657	185.002	187.608	119.86	198.03	156.34	109.438	78.1699	117.255	153.734	0	91.1982	36.4793
L10	transcript10658	127.669	78.1649	75.5594	125.064	119.853	83.3759	211.045	198.018	52.1099	177.174	65.1374	49.5044
L10	transcript10659	114.644	85.9833	148.517	59.9278	72.9555	7.81666	88.5889	169.361	200.628	198.022	166.756	36.4778
L10	transcript10660	20.8424	5.21059	20.8424	10.4212	26.053	52.1059	231.871	122.449	33.8689	72.9483	57.3165	26.053
L10	transcript10661	96.396	91.1854	101.607	18.2371	18.2371	72.9483	88.5801	62.5272	130.265	208.424	435.085	302.215
L10	transcript10662	41.6875	44.293	41.6875	41.6875	0	20.8438	28.6602	234.492	31.2656	114.641	244.914	156.328
L10	transcript10663	143.299	91.19	114.639	59.9248	5.21086	91.19	106.823	52.1086	0	132.877	91.19	182.38
L10	transcript10664	7.8159	0	88.5802	39.0795	101.607	10.4212	88.5802	112.028	101.607	36.4742	80.7643	169.344
L10	transcript10665	96.4128	114.653	127.682	91.2013	52.115	80.7783	65.1438	28.6633	13.0288	10.423	5.2115	80.7783
L10	transcript10666	10.4225	49.5067	67.7461	7.81685	7.81685	46.9011	49.5067	96.4079	46.9011	44.2955	171.971	323.097
L10	transcript10667	26.0532	10.4213	26.0532	44.2905	41.6852	57.3171	31.2639	49.5012	23.4479	41.6852	65.1331	13.0266
L10	transcript10668	112.028	145.897	49.5006	164.134	153.712	41.6847	96.396	15.6318	117.238	119.844	83.3695	127.66
L10	transcript10669	39.083	85.9825	78.1659	85.9825	127.671	57.3217	135.488	13.0277	44.294	72.9549	88.5881	96.4046
L10	transcript10670	72.9489	112.029	106.818	132.871	127.661	182.372	15.6319	190.188	10.4213	138.082	26.0532	132.871
L10	transcript10671	125.055	145.897	132.871	190.187	132.871	135.476	216.24	93.7909	67.7379	171.95	33.869	36.4743
L10	transcript10672	65.1369	54.715	72.9533	72.9533	75.5588	91.1916	2.60547	49.504	23.4493	33.8712	15.6328	18.2383
L10	transcript10673	158.936	164.147	106.826	138.092	151.12	106.826	145.909	20.8441	101.615	18.2386	41.6882	41.6882
L10	transcript10674	2.60553	20.8442	23.4498	67.7438	59.9272	15.6332	125.065	44.294	59.9272	119.854	161.543	78.1659
L10	transcript10675	33.8707	52.1088	10.4218	18.2381	0	106.823	10.4218	244.911	135.483	20.8435	104.218	26.0544
L10	transcript10676	5.21061	44.2902	20.8424	36.4743	80.7644	36.4743	85.975	62.5273	28.6583	91.1857	46.8955	122.449
L10	transcript10677	70.3458	54.7134	52.108	151.113	151.113	138.086	33.8702	130.27	75.5566	54.7134	91.189	13.027
L10	transcript10678	161.535	169.351	114.638	93.7946	109.427	164.141	117.243	224.065	46.8973	239.697	44.2919	7.81622
L10	transcript10679	119.851	104.218	39.0818	57.3199	70.3472	23.4491	80.769	65.1363	15.6327	7.81636	13.0273	5.2109
L10	transcript10680	80.7669	85.9777	49.5023	62.5292	54.7131	109.426	54.7131	15.6323	0	99.0046	171.955	23.4485
L10	transcript10681	52.1062	39.0797	65.1328	57.3168	44.2903	91.1859	52.1062	151.108	10.4212	192.793	216.241	83.3699
L10	transcript10682	153.718	151.112	151.112	132.875	88.583	216.247	96.3992	28.6592	65.1346	85.9776	132.875	91.1884
L10	transcript10683	52.1069	104.214	148.505	192.796	169.347	153.715	250.113	119.846	104.214	88.5817	67.739	62.5283
L10	transcript10684	200.608	195.398	231.872	218.845	229.267	229.267	54.7113	182.371	151.108	109.423	41.6848	33.8689
L10	transcript10685	2.60577	13.0288	7.81731	7.81731	23.4519	88.5961	0	75.5673	70.3558	278.817	20.8461	169.375
L10	transcript10686	179.798	156.346	203.25	218.884	208.461	104.231	31.2692	18.2404	182.404	127.683	2.60577	80.7788
L10	transcript10687	127.666	130.271	174.563	101.612	101.612	190.196	54.7139	67.741	216.25	252.726	80.7682	184.985
L10	transcript10688	70.3454	44.2915	59.9239	5.21077	57.3185	83.3723	333.489	281.382	0	112.032	39.0808	2.60539
L10	transcript10689	46.8958	2.60532	33.8692	67.7384	104.213	101.608	23.4479	88.5809	54.7118	57.3171	255.322	39.0798
L10	transcript10690	18.2372	10.4212	26.0531	85.9752	57.3168	15.6319	67.738	247.504	203.214	33.869	130.265	44.2903
L10	transcript10691	18.2374	7.81602	52.1068	41.6854	49.5014	122.451	49.5014	15.632	26.0534	151.11	59.9228	78.1602
L10	transcript10692	122.455	161.536	88.5844	104.217	109.428	132.877	10.4217	78.1627	52.1085	49.503	208.434	213.645
L10	transcript10693	85.9837	132.884	65.1391	62.5336	46.9002	41.689	148.517	166.756	106.828	18.239	130.278	145.912
L10	transcript10694	54.7146	46.8983	15.6328	88.5856	109.429	0	5.21092	7.81638	91.191	33.871	70.3474	13.0273
L10	transcript10695	5.21064	28.6585	41.6851	10.4213	36.4745	46.8958	96.3969	62.5277	26.0532	36.4745	158.925	184.978
L10	transcript10696	143.292	112.028	104.213	221.452	205.82	54.7116	52.1063	49.5009	26.0531	145.898	15.6319	83.37
L10	transcript10697	106.818	112.028	62.5275	20.8425	52.1063	80.7647	106.818	158.924	161.529	26.0531	10.4213	59.9222
L10	transcript10698	57.3184	44.2915	39.0807	2.60538	15.6323	57.3184	182.377	15.6323	72.9506	39.0807	72.9506	153.717
L10	transcript10699	15.6335	15.6335	2.60558	104.223	80.773	10.4223	226.686	65.1396	78.1675	211.052	184.996	91.1954
L10	transcript10700	2.60535	10.4214	18.2375	62.5285	7.81606	41.6856	122.452	67.7392	7.81606	138.084	65.1338	5.21071
L10	transcript10701	104.214	91.1869	57.3175	75.5548	85.9762	65.1335	205.822	72.9495	7.81602	20.8427	117.24	44.2908
L10	transcript10702	23.4481	33.8695	13.0267	39.0802	26.0535	59.923	41.6856	93.7926	5.2107	7.81605	54.7123	140.689
L10	transcript10703	20.8425	23.4478	101.607	52.1063	20.8425	72.9489	153.714	13.0266	135.476	182.372	78.1595	59.9223
L10	transcript10704	72.9489	72.9489	41.6851	2.60532	13.0266	5.21064	41.6851	57.317	112.029	99.0021	83.3702	26.0532
L10	transcript10705	169.367	166.762	218.875	177.184	203.241	182.396	122.466	41.6904	174.579	88.5922	85.9865	125.071
L10	transcript10706	54.7128	67.7397	70.3451	205.824	125.058	46.8967	130.269	0	88.5827	198.008	135.479	200.614
L10	transcript10707	93.7919	101.608	36.4746	91.1865	122.45	13.0266	44.2906	18.2373	99.0025	18.2373	205.821	224.058
L10	transcript10708	0	20.8429	49.502	93.7932	99.0039	52.1073	5.21073	143.295	54.7127	91.1878	10.4215	91.1878
L10	transcript10709	2.60536	26.0536	5.21073	101.609	96.3985	7.81609	187.586	0	13.0268	33.8697	39.0805	85.977
L10	transcript10710	72.9494	0	18.2374	49.5014	33.8694	5.21067	0	114.635	18.2374	49.5014	156.32	242.296
L10	transcript10711	140.691	148.507	192.799	78.1616	148.507	99.0047	161.534	145.902	171.956	190.193	65.1347	31.2646
L10	transcript10712	0	31.2643	54.7125	26.0536	20.8428	13.0268	138.084	88.5821	72.9499	112.03	31.2643	65.1339
L10	transcript10713	78.1654	67.7433	184.991	91.193	62.5323	2.60551	54.7158	80.7709	80.7709	119.854	78.1654	18.2386
L10	transcript10714	39.0804	54.7125	93.7929	39.0804	5.21071	106.82	52.1071	10.4214	143.295	112.03	80.7661	57.3179
L10	transcript10715	78.1598	96.3971	49.5012	158.925	148.504	96.3971	57.3172	10.4213	143.293	117.24	122.45	341.298
L10	transcript10716	198.028	185	237.112	174.577	198.028	218.873	96.4083	177.183	91.1971	78.1689	218.873	46.9013
L10	transcript10717	5.21068	13.0267	0	101.608	122.451	15.632	143.294	211.033	80.7655	15.632	0	88.5816
L10	transcript10718	200.612	239.692	198.006	122.451	93.7924	205.822	140.689	44.2909	93.7924	57.3176	33.8695	119.846
L10	transcript10719	23.4477	13.0265	44.29	5.21059	33.8689	15.6318	85.9748	46.8953	26.053	78.1589	67.7377	5.21059
L10	transcript10720	54.7114	2.60531	52.1061	2.60531	41.6849	106.818	10.4212	67.738	49.5008	7.81592	52.1061	106.818
L10	transcript10721	156.324	169.351	156.324	119.848	114.638	158.929	80.7673	10.4216	80.7673	5.2108	75.5565	99.0051
L10	transcript10722	75.5537	96.3961	96.3961	83.3696	65.1325	13.0265	18.2371	26.053	0	171.95	148.502	177.16
L10	transcript10723	57.3214	62.5325	31.2662	41.6883	46.8993	109.432	125.065	221.469	96.4042	26.0552	20.8442	15.6331
L10	transcript10724	213.636	158.924	148.503	192.793	231.873	158.924	208.425	166.74	106.818	145.898	78.1595	164.135
L10	transcript10725	26.0572	44.2973	36.4801	130.286	91.2003	109.44	112.046	10.4229	0	54.7202	7.81717	41.6916
L10	transcript10726	31.2651	0	41.6868	18.238	28.6597	26.0543	72.9519	18.238	70.3465	153.72	26.0543	31.2651
L10	transcript10727	109.43	151.117	198.015	213.648	234.492	169.355	2.60547	91.1913	57.3202	119.851	78.164	117.246
L10	transcript10728	109.427	99.0054	85.9783	70.3459	46.8973	135.481	192.8	106.822	208.432	148.508	15.6324	28.6594
L10	transcript10729	62.5289	28.6591	62.5289	78.1612	59.9236	65.1343	130.269	18.2376	26.0537	244.905	130.269	164.138
L10	transcript10730	10.4213	31.2639	41.6852	78.1597	93.7916	5.21065	138.082	125.056	130.266	5.21065	26.0532	0
L10	transcript10731	169.357	187.595	263.155	291.815	260.549	203.228	15.633	49.5044	310.054	5.21098	75.5593	88.5867
L10	transcript10732	145.907	104.219	122.458	148.513	145.907	28.6603	130.274	39.0823	80.77	187.595	138.091	54.7152
L10	transcript10733	49.5038	49.5038	44.2929	54.7147	57.3202	39.0819	57.3202	153.722	127.668	72.953	65.1366	15.6328
L10	transcript10734	31.2663	31.2663	39.0828	7.81656	44.2939	7.81656	218.864	101.615	41.6883	15.6331	143.304	101.615
L10	transcript10735	57.3167	52.1061	2.6053	18.2371	20.8424	36.4743	75.5538	7.81591	28.6583	80.7644	13.0265	83.3697
L10	transcript10736	20.8428	62.5283	54.7122	78.1603	54.7122	75.555	70.3443	36.4748	46.8962	0	33.8695	80.7657
L10	transcript10737	0	15.6326	15.6326	15.6326	39.0816	7.81632	99.0068	96.4013	15.6326	119.85	93.7959	88.585
L10	transcript10738	13.0266	46.8957	54.7117	7.81595	26.0532	46.8957	23.4479	224.057	2.60532	143.292	198.004	187.583
L10	transcript10739	20.8424	13.0265	26.053	15.6318	59.9218	7.81589	7.81589	122.449	52.1059	31.2636	70.343	57.3165
L10	transcript10740	138.095	140.7	140.7	88.5892	46.9002	169.362	75.5614	104.223	10.4223	109.434	83.3781	117.25
L10	transcript10741	20.8426	26.0532	10.4213	49.5011	7.81596	54.7118	15.6319	96.3969	59.9224	104.213	99.0022	85.9756
L10	transcript10742	5.21084	23.4488	49.5029	46.8975	18.2379	49.5029	75.5571	255.331	49.5029	20.8433	260.542	148.509
L10	transcript10743	122.461	122.461	67.7444	31.2667	36.4778	148.517	127.672	5.21111	93.8	255.344	158.939	208.444
L10	transcript10744	119.852	20.8439	145.907	218.861	208.439	151.118	26.0549	28.6604	114.641	78.1646	114.641	143.302
L10	transcript10745	192.806	127.669	130.275	57.3208	67.7428	151.119	132.88	44.2934	70.3483	72.9538	195.412	187.595
L10	transcript10746	138.081	169.345	59.9221	70.3433	88.5805	96.3964	2.60531	112.028	119.844	15.6319	28.6584	75.5539
L10	transcript10747	203.216	208.427	182.373	112.029	125.056	106.819	15.632	0	75.5547	80.7653	85.976	59.9227
L10	transcript10748	200.613	203.218	242.299	270.958	242.299	130.268	80.7663	36.4751	200.613	5.21073	78.1609	83.3716
L10	transcript10749	18.2371	23.4477	0	26.053	0	7.8159	166.739	198.003	33.8689	198.003	67.7378	41.6848
L10	transcript10750	85.9785	96.4002	127.665	39.0812	70.3461	114.638	23.4487	78.1623	46.8974	2.60541	132.876	166.746
L10	transcript10751	75.5536	59.9218	145.897	117.238	156.318	153.713	184.976	57.3165	224.056	231.871	54.7112	72.9483
L10	transcript10752	109.435	153.731	106.83	187.604	239.716	169.364	36.4785	112.041	104.224	13.028	70.3514	169.364
L10	transcript10753	132.877	93.7956	101.612	80.7684	117.244	143.299	78.163	5.21086	93.7956	158.931	153.72	218.856
L10	transcript10754	13.0274	26.0548	10.4219	101.614	138.091	49.5042	130.274	18.2384	52.1097	164.145	20.8439	15.6329
L10	transcript10755	67.739	65.1337	101.609	70.3443	57.3176	70.3443	169.348	83.3711	177.164	62.5283	135.478	49.5016
L10	transcript10756	161.531	169.347	101.608	7.81599	20.8426	127.661	75.5546	75.5546	93.7919	52.1066	78.1599	67.7386
L10	transcript10757	67.7386	83.3705	88.5812	59.9226	39.0799	125.056	138.082	83.3705	119.845	148.504	184.978	91.1865
L10	transcript10758	7.81615	10.4215	15.6323	41.6861	15.6323	13.0269	93.7937	218.852	44.2915	145.901	169.35	18.2377
L10	transcript10759	224.057	203.215	125.055	166.74	218.846	138.082	31.2638	140.687	208.425	57.3169	13.0266	182.372
L10	transcript10760	200.61	190.189	182.373	179.767	169.346	179.767	195.399	127.661	252.717	135.477	67.7384	135.477
L10	transcript10761	18.2394	2.60563	18.2394	15.6338	39.0844	0	46.9013	151.126	265.774	72.9576	49.5069	88.5913
L10	transcript10762	44.2924	78.1631	70.3468	59.925	78.1631	85.9794	41.687	132.877	112.034	138.088	7.81631	26.0544
L10	transcript10763	283.979	304.821	346.506	263.136	304.821	323.058	187.582	218.846	104.212	93.7911	104.212	65.1327
L10	transcript10764	65.1334	59.9227	0	65.1334	39.08	49.5013	23.448	174.557	10.4213	132.872	99.0027	10.4213
L10	transcript10765	78.1598	153.714	15.632	127.661	106.818	67.7385	23.4479	85.9758	46.8959	85.9758	78.1598	135.477
L10	transcript10766	190.2	203.228	143.302	200.622	161.54	130.274	250.127	283.998	78.1646	20.8439	117.247	85.981
L10	transcript10767	93.7907	75.5536	57.3165	49.5006	62.5271	67.7377	112.028	31.2636	49.5006	59.9218	192.792	122.449
L10	transcript10768	88.5918	70.3523	88.5918	18.2395	2.60564	112.043	153.733	52.1128	26.0564	26.0564	114.648	80.7749
L10	transcript10769	49.5012	7.81598	0	104.213	88.5811	2.60533	49.5012	0	70.3438	153.714	10.4213	0
L10	transcript10770	39.0821	85.9805	2.60547	20.8438	0	112.035	184.988	143.301	0	46.8985	7.81641	62.5313
L10	transcript10771	44.2909	65.1337	13.0267	36.4749	20.8428	57.3176	119.846	31.2642	187.585	80.7658	57.3176	49.5016
L10	transcript10772	78.1598	49.5012	88.5811	99.0024	15.632	93.7917	156.32	127.661	28.6586	5.21065	0	46.8959
L10	transcript10773	7.81644	15.6329	39.0822	99.0083	125.063	39.0822	31.2658	99.0083	112.036	36.4767	187.595	72.9535
L10	transcript10774	44.2902	75.5539	91.1857	7.81592	0	26.0531	2.60531	67.738	112.028	26.0531	211.03	237.083
L10	transcript10775	83.3709	75.5549	91.1869	99.0029	96.3976	88.5816	62.5282	151.11	143.294	67.7389	125.056	44.2908
L10	transcript10776	44.2905	31.2639	5.21065	83.3703	78.1597	18.2373	138.082	54.7118	112.029	114.634	62.5277	117.24
L10	transcript10777	213.648	226.675	273.573	247.519	270.968	268.362	13.0273	44.2928	192.804	132.878	62.531	192.804
L10	transcript10778	169.351	174.562	242.302	252.724	281.383	257.935	31.2648	52.108	182.378	190.194	151.113	80.7674
L10	transcript10779	10.4215	5.21076	13.0269	72.9507	85.9776	2.60538	7.81614	72.9507	138.085	114.637	54.713	148.507
L10	transcript10780	13.0268	10.4214	33.8696	75.5552	23.4482	62.5284	62.5284	5.2107	7.81605	46.8963	18.2375	20.8428
L10	transcript10781	13.0268	80.7661	54.7125	96.3982	166.743	85.9768	198.007	132.873	33.8696	85.9768	15.6321	187.586
L10	transcript10782	31.2669	65.1394	18.239	52.1115	31.2669	5.21115	28.6613	117.251	57.3227	78.1673	52.1115	112.04
L10	transcript10783	52.1083	85.9787	57.3191	148.509	138.087	99.0058	145.903	119.849	23.4487	13.0271	93.795	0
L10	transcript10784	36.4752	20.843	26.0537	46.8966	57.3181	26.0537	10.4215	46.8966	67.7396	26.0537	132.874	0
L10	transcript10785	18.2374	36.4747	26.0534	33.8694	44.2907	33.8694	10.4214	31.2641	39.0801	15.632	143.294	28.6587
L10	transcript10786	49.5031	39.0814	31.2651	26.0543	13.0271	80.7683	177.169	169.353	10.4217	59.9248	85.9791	109.428
L10	transcript10787	26.0541	7.81624	13.0271	59.9245	67.7408	83.3732	112.033	226.671	117.244	117.244	119.849	80.7678
L10	transcript10788	23.449	7.81635	15.6327	36.4763	41.6872	65.1362	78.1635	28.6599	2.60545	54.7144	36.4763	31.2654
L10	transcript10789	59.9263	31.2659	67.7428	31.2659	18.2384	62.5318	127.669	57.3208	145.907	52.1098	148.513	80.7702
L10	transcript10790	23.4479	5.21064	0	54.7117	52.1064	26.0532	158.925	2.60532	91.1862	83.3703	28.6585	10.4213
L10	transcript10791	70.3491	57.3215	91.1933	135.487	109.432	151.12	203.231	41.6883	93.7988	93.7988	41.6883	31.2663
L10	transcript10792	46.9002	20.8445	52.1113	57.3224	91.1948	70.3503	13.0278	23.4501	18.239	85.9837	83.3781	88.5892
L10	transcript10793	5.2107	54.7123	26.0535	41.6856	26.0535	23.4481	122.451	20.8428	10.4214	13.0267	377.776	101.609
L10	transcript10794	158.923	130.265	114.633	75.5536	99.0013	140.686	148.502	44.29	125.054	28.6583	41.6847	2.6053
L10	transcript10795	7.8162	28.6594	0	135.481	166.746	28.6594	122.454	138.086	52.108	140.692	15.6324	31.2648
L10	transcript10796	255.32	255.32	320.452	299.61	304.821	265.741	135.476	117.239	96.3962	13.0265	57.3167	31.2636
L10	transcript10797	33.8713	65.1372	23.4494	57.3207	36.4768	44.2933	18.2384	41.6878	0	0	88.5866	130.274
L10	transcript10798	117.239	125.054	10.4212	62.5272	46.8954	67.7378	39.0795	138.081	10.4212	130.265	23.4477	96.3961
L10	transcript10799	62.5301	93.7952	57.3193	75.5573	26.0542	39.0813	59.9247	59.9247	112.033	106.822	67.741	125.06
L10	transcript10800	91.186	59.9222	148.503	96.3967	31.2638	104.213	2.60531	33.8691	49.501	39.0797	13.0266	36.4744
L10	transcript10801	44.2901	80.7643	46.8954	23.4477	83.3696	2.6053	164.134	171.95	54.7113	10.4212	31.2636	39.0795
L10	transcript10802	59.9244	18.2379	57.319	46.8974	44.292	91.1894	91.1894	36.4757	33.8703	28.6595	83.3731	75.5569
L10	transcript10803	5.21084	10.4217	2.60542	57.3192	44.2921	13.0271	169.352	257.936	5.21084	174.563	83.3734	80.7679
L10	transcript10804	26.0537	23.4483	23.4483	78.161	72.9502	39.0805	109.425	54.7127	106.82	7.8161	158.927	148.506
L10	transcript10805	72.9484	57.3166	46.8954	28.6583	54.7113	33.8689	114.633	91.1855	49.5007	52.106	15.6318	91.1855
L10	transcript10806	44.2919	52.1081	15.6324	164.141	171.957	143.297	65.1351	125.059	151.113	2.60541	281.384	195.405
L10	transcript10807	46.8957	83.3701	104.213	125.055	190.188	91.1861	132.871	114.634	117.239	70.3435	132.871	10.4213
L10	transcript10808	278.819	234.52	221.491	195.434	229.309	234.52	190.222	127.683	153.741	187.616	93.8081	52.1156
L10	transcript10809	49.5006	62.5271	117.238	198.003	242.293	140.686	62.5271	41.6847	174.555	18.2371	268.346	192.792
L10	transcript10810	23.4478	5.21062	59.9221	15.6318	5.21062	91.1858	91.1858	33.869	36.4743	171.95	31.2637	54.7115
L10	transcript10811	31.2645	20.843	114.637	44.2914	109.426	75.556	2.60538	44.2914	59.9237	0	20.843	57.3183
L10	transcript10812	59.9263	41.6878	15.6329	23.4494	62.5318	0	0	96.4032	65.1373	62.5318	114.642	83.3757
L10	transcript10813	36.4748	70.3443	13.0267	23.4481	0	78.1603	122.451	44.2908	104.214	39.0801	138.083	125.056
L10	transcript10814	263.144	273.566	294.409	299.62	260.539	278.777	145.902	33.8701	200.615	70.3455	80.7671	20.8431
L10	transcript10815	119.857	104.223	75.5618	72.9562	72.9562	138.096	67.745	88.5896	2.60558	158.94	91.1952	49.506
L10	transcript10816	10.4212	26.053	85.975	28.6583	31.2637	65.1326	109.423	20.8424	7.81591	166.739	112.028	62.5273
L10	transcript10817	127.661	148.504	143.293	200.611	213.637	132.872	151.109	122.451	156.32	54.712	388.195	119.845
L10	transcript10818	80.7686	75.5577	75.5577	67.7414	72.9523	127.666	174.564	85.9794	26.0544	151.115	70.3468	75.5577
L10	transcript10819	226.669	229.274	242.301	278.777	273.566	242.301	57.3186	177.167	132.875	28.6593	182.377	174.561
L10	transcript10820	7.81595	83.3701	70.3435	57.317	31.2638	5.21063	13.0266	41.6851	67.7382	67.7382	161.53	88.5808
L10	transcript10821	0	52.1087	59.925	18.2381	54.7142	20.8435	46.8978	36.4761	2.60544	18.2381	46.8978	5.21087
L10	transcript10822	161.529	171.95	151.108	57.3167	23.4477	138.081	231.872	161.529	5.21061	174.555	67.7379	57.3167
L10	transcript10823	15.6318	0	0	39.0796	18.2371	23.4477	5.21061	23.4477	41.6849	250.109	10.4212	67.7379
L10	transcript10824	125.056	143.293	208.426	164.135	179.767	119.845	20.8426	28.6586	255.322	65.1331	114.634	96.397
L10	transcript10825	65.1337	70.3444	26.0535	5.2107	23.4481	0	161.532	252.719	57.3177	0	130.267	65.1337
L10	transcript10826	72.9555	91.1943	109.433	18.2389	10.4222	83.3777	96.4054	15.6333	91.1943	10.4222	59.9277	62.5333
L10	transcript10827	18.2388	83.3775	20.8444	39.0832	36.4776	59.9276	135.488	7.81664	20.8444	99.0108	224.077	187.599
L10	transcript10828	179.767	250.11	164.135	184.977	166.74	221.452	78.1594	36.4744	101.607	263.137	52.1062	148.503
L10	transcript10829	59.9226	26.0533	70.3439	106.818	85.9759	18.2373	67.7386	127.661	200.61	57.3172	44.2906	33.8693
L10	transcript10830	106.821	169.35	18.2377	122.453	174.561	72.9507	119.848	85.9776	106.821	161.534	72.9507	57.3184
L10	transcript10831	83.3706	52.1066	52.1066	114.635	88.5812	75.5546	41.6853	190.189	177.162	5.21066	18.2373	78.1599
L10	transcript10832	143.307	158.94	218.869	75.5618	59.9283	156.335	109.434	91.1953	119.857	80.7729	211.052	263.163
L10	transcript10833	145.899	184.979	148.504	273.561	291.798	67.7389	239.691	278.772	224.059	283.982	93.7923	125.056
L10	transcript10834	28.6601	15.6328	59.9257	36.4765	39.082	31.2656	36.4765	15.6328	72.953	18.2383	44.2929	26.0547
L10	transcript10835	96.3978	59.9229	44.2909	119.846	112.03	44.2909	161.531	39.0802	26.0535	52.1069	62.5283	57.3176
L10	transcript10836	0	31.2648	13.027	36.4756	46.8972	18.2378	18.2378	2.6054	26.054	39.081	96.3999	65.135
L10	transcript10837	7.81645	0	33.8713	59.9261	36.4768	62.5316	237.099	195.411	161.54	184.989	88.5864	99.0084
L10	transcript10838	109.423	106.817	117.238	109.423	70.3431	85.9749	96.3961	247.503	109.423	67.7378	200.608	49.5007
L10	transcript10839	49.5037	26.0546	15.6327	31.2655	26.0546	0	114.64	5.21091	83.3746	127.667	85.9801	148.511
L10	transcript10840	109.445	104.233	62.5399	80.7807	46.9049	85.9924	54.7224	211.072	78.1749	278.824	101.627	7.81749
L10	transcript10841	229.292	211.053	208.447	221.475	216.264	187.602	85.9844	7.81676	138.096	20.8447	13.0279	93.8011
L10	transcript10842	83.3696	112.028	158.923	104.212	138.081	132.87	216.24	122.449	148.502	96.3961	54.7113	10.4212
L10	transcript10843	18.2375	85.9769	99.0037	31.2643	31.2643	75.5555	325.67	26.0536	67.7394	72.9501	127.663	156.322
L10	transcript10844	52.1104	85.9821	18.2386	2.60552	5.21104	41.6883	57.3214	18.2386	5.21104	205.836	132.881	67.7435
L10	transcript10845	54.7113	59.9219	2.6053	122.449	125.054	67.7378	85.9749	93.7908	101.607	13.0265	20.8424	80.7643
L10	transcript10846	171.955	177.166	143.296	127.664	122.453	99.0047	52.1077	169.35	171.955	23.4485	70.3454	148.507
L10	transcript10847	224.064	224.064	208.432	158.929	101.61	203.221	192.799	93.7942	242.302	135.48	127.664	226.669
L10	transcript10848	52.1064	28.6585	46.8958	57.3171	52.1064	44.2905	130.266	148.503	140.687	7.81596	106.818	164.135
L10	transcript10849	49.5039	23.4492	41.6875	49.5039	28.6601	57.3203	52.1093	83.3749	59.9257	28.6601	242.308	148.512
L10	transcript10850	114.634	140.687	36.4745	54.7117	70.3436	109.423	49.5011	117.239	91.1861	101.607	138.082	46.8957
L10	transcript10851	117.24	109.424	80.765	153.714	169.346	83.3704	153.714	44.2905	44.2905	122.45	127.661	10.4213
L10	transcript10852	109.428	119.85	117.245	143.299	101.612	125.061	31.2652	28.6598	10.4217	101.612	52.1087	70.3468
